,title,year,kind,genre,rating,runtime
2878,Relax... It's Just Sex,1998,movie,['Comedy'],6.7,90
2879,Notorious,1946,movie,"['Drama', 'Film-Noir', 'Romance', 'Thriller']",8.0,180
2880,The Rat Pack,1998,tv movie,"['Drama', 'Musical']",6.7,90
2881,Andaaz,2003,movie,"['Drama', 'Musical', 'Romance']",5.3,106
2882,Kiki's Delivery Service,1989,movie,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']",7.9,105
2883,Le Dîner de Cons,1998,movie,['Comedy'],7.7,90
2884,The Batman vs. Dracula,2005,video movie,"['Animation', 'Action', 'Horror', 'Thriller']",6.6,86
2885,Anna in Kung-Fu Land,2003,movie,"['Action', 'Comedy', 'Romance']",4.3,105
2886,Gunsmoke: Return to Dodge,1987,tv movie,"['Adventure', 'Western']",7.1,75
2887,I Love Maria,1988,movie,['Sci-Fi'],6.1,87
2888,Hera Pheri,2000,movie,"['Action', 'Comedy', 'Crime', 'Drama']",8.2,112
2889,Scooby-Doo and the Ghoul School,1988,tv movie,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",6.9,103
2890,Relative Evil,2001,movie,"['Drama', 'Comedy']",5.8,94
2891,The Three Stooges 75th Anniversary Special,2003,tv movie,"['Comedy', 'Documentary', 'Animation', 'Family']",7.1,50
2892,Maurice,1987,movie,"['Drama', 'Romance']",7.7,10
2893,Elvis: His Best Friend Remembers,2002,video movie,['Documentary'],5.8,119
2894,Ghulam,1998,movie,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",7.3,94
2895,"Britney, Baby, One More Time",2002,movie,['Comedy'],5.5,95
2896,Bloody Beach,2000,movie,"['Crime', 'Horror', 'Mystery', 'Thriller']",4.8,113
2897,Pokémon: Mewtwo Returns,2000,video movie,"['Animation', 'Action', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",6.5,101
2898,They Call Me Trinity,1970,movie,"['Comedy', 'Western']",7.5,117
2899,Solomon & Gaenor,1999,movie,"['Drama', 'Romance']",6.8,110
2900,Gen-X Cops,1999,movie,"['Action', 'Comedy', 'Crime', 'Thriller']",5.9,96
2901,Respiro,2002,movie,['Drama'],7.0,81
2902,Ulysses' Gaze,1995,movie,"['Drama', 'War']",7.6,92
2903,Monday Night Mayhem,2002,tv movie,"['Drama', 'Sport']",6.6,90
2904,Class Trip,1998,movie,"['Drama', 'Mystery']",6.9,93
2905,Murder in Greenwich,2002,tv movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.2,101
2906,The Story of Jacob and Joseph,1974,tv movie,"['Drama', 'History']",6.8,92
2907,Neon Genesis Evangelion: Death & Rebirth,1997,movie,"['Animation', 'Action', 'Drama', 'Fantasy', 'Sci-Fi']",7.4,91
2908,Pauly Shore Is Dead,2003,movie,['Comedy'],4.4,109
2909,Veer Zaara,2004,movie,"['Drama', 'Family', 'Musical', 'Romance']",7.8,95
2910,And Starring Pancho Villa as Himself,2003,tv movie,"['Biography', 'Drama', 'History', 'War', 'Western']",6.5,50
2911,The High Crusade,1994,movie,"['Adventure', 'Comedy', 'Sci-Fi']",5.2,102
2912,"Brother Sun, Sister Moon",1972,movie,"['Biography', 'Drama', 'History', 'War']",7.2,50
2913,The Company of Wolves,1984,movie,"['Drama', 'Fantasy', 'Horror']",6.7,78
2914,Shiri,1999,movie,"['Action', 'Thriller']",6.6,114
2915,The Rowdy Girls,2000,movie,"['Comedy', 'Romance', 'Western']",3.8,102
2916,Ghostwatch,1992,tv movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",7.6,106
2917,Heaven's Burning,1997,movie,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",5.7,60
2918,Marked for Death,1990,movie,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",6.0,118
2919,The Raiders of Leyte Gulf,1962,movie,"['Drama', 'War']",4.2,105
2920,The Cement Garden,1993,movie,['Drama'],7.1,99
2921,101 Reykjavík,2000,movie,"['Comedy', 'Romance']",6.8,60
2922,Deewana Mastana,1997,movie,"['Comedy', 'Romance']",6.7,114
2923,Aaina,1977,movie,['Drama'],6.8,91
2924,Gozu,2003,movie,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",7.0,60
2925,A Mind to Murder,1995,tv movie,"['Crime', 'Drama', 'Mystery']",6.6,240
2926,The Tomorrow Man,1996,tv movie,"['Adventure', 'Sci-Fi', 'Thriller']",5.2,111
2927,Challenge of the Gladiator,1965,movie,"['Action', 'Adventure', 'Drama']",4.4,107
2928,House of Flying Daggers,2004,movie,"['Action', 'Adventure', 'Drama', 'Romance']",7.5,99
2929,Aces: Iron Eagle III,1992,movie,['Action'],3.7,86
2930,Superfire,2002,tv movie,"['Action', 'Thriller']",5.3,109
2931,A Tale of Two Sisters,2003,movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",7.2,155
2932,Tube,2003,movie,"['Action', 'Crime', 'Drama', 'Thriller']",5.5,91
2933,Shark Attack 3: Megalodon,2002,video movie,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",2.9,90
2934,The Truth About Jane,2000,tv movie,"['Drama', 'Romance']",6.6,30
2935,Slayers Return,1996,movie,"['Animation', 'Comedy', 'Fantasy']",7.0,106
2936,Midnight Sun,2004,tv movie,"['Family', 'Music']",6.9,110
2937,National Lampoon's European Vacation,1985,movie,"['Adventure', 'Comedy']",6.2,120
2938,Mango Yellow,2002,movie,['Drama'],6.7,99
2939,9/11,2002,tv movie,['Documentary'],8.5,157
2940,Stageghost,2000,movie,"['Thriller', 'Western']",4.4,50
2941,Guddi,1971,movie,"['Drama', 'Comedy', 'Family']",7.2,99
2942,Hukkle,2002,movie,"['Crime', 'Mystery', 'Drama']",7.1,87
2943,Gamera: Guardian of the Universe,1995,movie,"['Adventure', 'Fantasy', 'Horror', 'Thriller']",6.9,93
2944,Merci pour le Chocolat,2000,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.7,52
2945,Crossfire,2000,movie,"['Crime', 'Drama', 'Horror', 'Romance', 'Sci-Fi']",6.2,53
2946,Big Girls Don't Cry,2002,movie,['Drama'],6.9,98
2947,Embrace the Darkness,1999,movie,['Horror'],3.4,76
2948,"Carmilla, the Lesbian Vampire",2004,video movie,['Horror'],1.6,87
2949,Jesus Christ Vampire Hunter,2001,movie,"['Action', 'Comedy', 'Horror', 'Musical']",5.0,132
2950,Sarfarosh,1999,movie,"['Action', 'Drama', 'Thriller']",8.1,90
2951,Storm Watch,2002,movie,"['Action', 'Sci-Fi']",4.8,41
2952,Berga: Soldiers of Another War,2003,movie,"['Documentary', 'History', 'War']",7.7,117
2953,Ram Lakhan,1989,movie,"['Action', 'Comedy', 'Drama', 'Musical', 'Romance']",6.8,89
2954,Winter Light,1963,movie,['Drama'],8.1,102
2955,Kim Possible: A Sitch in Time,2003,tv movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",7.0,83
2956,Stray Dog,1949,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.9,111
2957,Prey for Rock & Roll,2003,movie,"['Drama', 'Music']",6.2,116
2958,If These Walls Could Talk 2,2000,tv movie,"['Drama', 'Romance']",7.0,85
2959,The Strange Vice of Mrs. Wardh,1971,movie,"['Crime', 'Horror', 'Mystery', 'Thriller']",6.9,125
2960,The Hidden Half,2001,movie,['Drama'],6.9,96
2961,When Father Was Away on Business,1985,movie,['Drama'],7.8,93
2962,My Wife's Murder,2005,movie,"['Drama', 'Thriller']",6.1,100
2963,The Return of the Native,1994,tv movie,['Drama'],6.1,137
2964,Koyla,1997,movie,"['Action', 'Drama', 'Musical', 'Romance', 'Thriller']",6.2,90
2965,Billy Elliot,2000,movie,"['Drama', 'Music']",7.7,100
2966,Inspirations,1997,movie,['Documentary'],6.5,96
2967,Ghostbusters II,1989,movie,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",6.6,109
2968,Slayers: Excellent,1998,video movie,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",7.3,100
2969,Kora Kagaz,1974,movie,"['Drama', 'Musical', 'Family', 'Romance']",7.4,89
2970,Beast Cops,1998,movie,"['Action', 'Crime', 'Drama', 'Mystery']",6.9,90
2971,Dogtown and Z-Boys,2001,movie,"['Documentary', 'Sport']",7.7,15
2972,Captain Jack,1999,movie,['Drama'],6.2,86
2973,The Kiss of the Vampire,1963,movie,['Horror'],6.3,86
2974,Kung Fu Master - Bruce Lee Style,1972,movie,['Action'],5.8,105
2975,The Jailbreakers,1960,movie,"['Crime', 'Drama']",4.1,75
2976,Babylon 5: In the Beginning,1998,tv movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",7.8,94
2977,Down with Love,2003,movie,"['Comedy', 'Romance']",6.3,120
2978,Samurai,2002,movie,['Action'],3.4,90
2979,The Gleaners & I,2000,movie,['Documentary'],7.7,74
2980,Death Rides a Horse,1967,movie,['Western'],7.1,104
2981,Bat Thumb,2001,movie,"['Comedy', 'Short']",6.6,172
2982,Ivan Vasilievich: Back to the Future,1973,movie,"['Adventure', 'Comedy', 'Sci-Fi']",8.4,89
2983,Chopper,2000,movie,"['Biography', 'Crime', 'Drama']",7.2,100
2984,Thesis,1996,movie,"['Crime', 'Mystery', 'Thriller']",7.4,99
2985,B*A*P*S,1997,movie,['Comedy'],4.7,20
2986,Defense of the Realm,1985,movie,['Thriller'],6.5,96
2987,Babylon 5: A Call to Arms,1999,tv movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",7.2,129
2988,Km. 0 - Kilometer Zero,2000,movie,"['Comedy', 'Drama', 'Romance']",7.0,22
2989,I Heart Huckabees,2004,movie,['Comedy'],6.6,97
2990,Our Lips Are Sealed,2000,movie,"['Comedy', 'Crime', 'Family']",5.2,110
2991,Dark Passage,1947,movie,"['Film-Noir', 'Thriller']",7.5,92
2992,Witness to a Kill,2001,movie,"['Action', 'Thriller']",4.3,109
2993,Butch Cassidy and the Sundance Kid,1969,movie,"['Biography', 'Crime', 'Drama', 'Western']",8.0,97
2994,A Night to Remember,1958,movie,"['Biography', 'Drama', 'History']",7.9,106
2995,Lightning Jack,1994,movie,"['Comedy', 'Western']",5.5,96
2996,Until September,1984,movie,"['Drama', 'Romance']",5.7,117
2997,Hanzo the Razor: Who's Got the Gold?,1974,movie,['Action'],6.6,107
2998,Judwaa,1997,movie,"['Action', 'Comedy', 'Drama', 'Romance']",6.1,89
2999,Earth vs. the Spider,2001,tv movie,"['Horror', 'Sci-Fi', 'Thriller']",4.3,98
3000,Alphaville,1965,movie,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.1,960
3001,The Thomas Crown Affair,1999,movie,"['Crime', 'Romance', 'Thriller']",6.9,97
3002,Hum Tum,2004,movie,"['Comedy', 'Drama', 'Romance']",7.0,109
3003,City of Joy,1992,movie,['Drama'],6.5,100
3004,Sunday Bloody Sunday,1971,movie,['Drama'],7.1,120
3005,North to Alaska,1960,movie,"['Comedy', 'Romance', 'Western']",7.0,145
3006,A Brief Vacation,1973,movie,"['Drama', 'Romance']",7.4,86
3007,Wild Orchid II: Two Shades of Blue,1991,movie,"['Drama', 'Romance']",4.0,95
3008,The Big Doll House,1971,movie,"['Action', 'Drama', 'Thriller']",5.9,121
3009,I Accuse,2003,movie,"['Crime', 'Drama', 'Thriller']",5.5,105
3010,Three Women,1977,movie,"['Drama', 'Mystery', 'Thriller']",7.8,92
3011,The Wickeds,2005,video movie,['Horror'],2.7,30
3012,Jurassic Park,1993,movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",8.1,102
3013,Baadasssss!,2003,movie,"['Biography', 'Drama']",7.3,146
3014,The Ugly,1997,movie,"['Drama', 'Horror', 'Thriller']",6.1,92
3015,View from the Top,2003,movie,"['Comedy', 'Romance']",5.3,44
3016,Little Einsteins: Our Big Huge Adventure,2005,movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Music', 'Musical', 'Sci-Fi']",5.8,110
3017,Scooby-Doo Meets the Boo Brothers,1987,tv movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror', 'Mystery']",7.1,147
3018,Rugrats Go Wild,2003,movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",5.6,25
3019,Children of the Corn III: Urban Harvest,1995,movie,"['Horror', 'Thriller']",4.2,89
3020,Straight Talk,1992,movie,"['Comedy', 'Drama', 'Romance']",5.8,90
3021,An Occasional Hell,1996,movie,"['Drama', 'Mystery', 'Thriller']",4.8,89
3022,Fulltime Killer,2001,movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.9,87
3023,What the Deaf Man Heard,1997,tv movie,"['Comedy', 'Drama']",7.1,83
3024,Night at the Golden Eagle,2001,movie,['Drama'],5.9,108
3025,Different for Girls,1996,movie,"['Comedy', 'Drama', 'Romance']",7.0,99
3026,The Story of Seabiscuit,1949,movie,"['Drama', 'Family', 'Romance']",6.2,93
3027,Commandos Strike at Dawn,1942,movie,"['Drama', 'History', 'War']",6.6,96
3028,An Autumn's Tale,1987,movie,"['Drama', 'Romance']",7.7,79
3029,Lone Star,1996,movie,"['Drama', 'Mystery']",7.4,100
3030,The Bride,1985,movie,"['Fantasy', 'Horror', 'Romance', 'Sci-Fi']",5.3,101
3031,Frightmare,1974,movie,"['Comedy', 'Horror']",6.3,105
3032,Running Free,1999,movie,"['Adventure', 'Drama', 'Family', 'History', 'War']",5.8,186
3033,They Call Me Mister Tibbs!,1970,movie,"['Crime', 'Drama', 'Mystery']",6.1,87
3034,The Purple Plain,1954,movie,"['Adventure', 'Drama', 'War', 'Action']",6.5,89
3035,Deathstalker,1983,movie,"['Action', 'Adventure', 'Fantasy']",4.6,102
3036,Bowfinger,1999,movie,['Comedy'],6.4,73
3037,Battle Creek Brawl,1980,movie,"['Action', 'Comedy', 'Crime']",5.8,30
3038,What a Girl Wants,2003,movie,"['Comedy', 'Drama', 'Family', 'Romance']",5.8,48
3039,The Wiz,1978,movie,"['Adventure', 'Family', 'Fantasy', 'Musical']",5.5,88
3040,Lethal Weapon 4,1998,movie,"['Action', 'Crime', 'Thriller']",6.6,100
3041,Motorama,1991,movie,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']",6.3,97
3042,A Murder of Quality,1991,tv movie,['Mystery'],6.4,73
3043,Home Fries,1998,movie,"['Comedy', 'Romance', 'Drama']",5.1,80
3044,You Were Never Lovelier,1942,movie,"['Comedy', 'Musical', 'Romance']",7.2,128
3045,Born to Be Bad,1950,movie,"['Drama', 'Film-Noir']",6.7,110
3046,Raising Arizona,1987,movie,"['Comedy', 'Crime']",7.3,92
3047,Intacto,2001,movie,"['Drama', 'Fantasy', 'Romance', 'Thriller']",6.9,90
3048,Sex and Lucía,2001,movie,"['Drama', 'Romance']",7.1,88
3049,The Skulls,2000,movie,"['Action', 'Crime', 'Drama', 'Thriller']",5.6,92
3050,French Kiss,1995,movie,"['Comedy', 'Drama', 'Romance']",6.6,83
3051,Wholly Moses!,1980,movie,"['Comedy', 'Fantasy']",4.7,149
3052,Dawn Anna,2005,tv movie,['Drama'],6.9,85
3053,Guilty Conscience,1985,tv movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.7,80
3054,Vincent & Theo,1990,movie,"['Biography', 'Drama']",6.9,107
3055,Big Bird in China,1983,tv movie,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Music']",7.3,141
3056,The Long Kiss Goodnight,1996,movie,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",6.8,81
3057,Poison,2000,tv movie,"['Thriller', 'Mystery']",3.9,114
3058,How to Make a Monster,1958,movie,"['Horror', 'Sci-Fi']",5.5,125
3059,The Last Castle,2001,movie,"['Action', 'Drama', 'Thriller']",7.0,98
3060,The French Lieutenant's Woman,1981,movie,"['Drama', 'Romance']",7.0,103
3061,Everything Put Together,2000,movie,['Drama'],6.3,101
3062,Spider-Man,2002,movie,"['Action', 'Adventure', 'Sci-Fi']",7.3,117
3063,Billboard Dad,1998,video movie,"['Comedy', 'Family', 'Romance']",5.3,117
3064,The Best of Benny Hill,1974,movie,['Comedy'],7.2,101
3065,The Crimson Pirate,1952,movie,"['Action', 'Adventure', 'Comedy', 'Drama']",7.3,101
3066,The Battle of Mary Kay,2002,tv movie,"['Biography', 'Comedy', 'Drama']",5.8,83
3067,Thanksgiving Family Reunion,2003,tv movie,['Comedy'],3.4,1335
3068,The Dream Is Alive,1985,movie,"['Documentary', 'Short']",7.6,106
3069,Shadow of a Doubt,1943,movie,"['Film-Noir', 'Thriller']",7.8,138
3070,The Nomi Song,2004,movie,"['Documentary', 'Biography', 'Music']",7.3,81
3071,Habitat,1997,movie,['Sci-Fi'],4.7,94
3072,Love Is Colder Than Death,1969,movie,"['Comedy', 'Crime']",6.6,30
3073,The Wool Cap,2004,tv movie,['Drama'],7.2,115
3074,EX-Driver the Movie,2002,movie,['Animation'],5.7,101
3075,Murder by Numbers,2002,movie,"['Crime', 'Mystery', 'Thriller']",6.2,98
3076,The Hallelujah Trail,1965,movie,"['Comedy', 'Western']",6.6,90
3077,La Notte,1961,movie,['Drama'],8.0,85
3078,Century Hotel,2001,movie,"['Drama', 'Mystery', 'Romance', 'Thriller']",6.0,90
3079,The Simple Life of Noah Dearborn,1999,tv movie,['Drama'],7.4,91
3080,Another Man's Poison,1951,movie,"['Crime', 'Drama', 'Film-Noir']",6.9,93
3081,Pit Fighter,2005,movie,['Action'],4.5,105
3082,Pokémon Heroes,2002,movie,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi', 'Thriller']",6.1,45
3083,Kill Bill: Vol. 1,2003,movie,"['Action', 'Crime', 'Drama', 'Thriller']",8.1,90
3084,Mrityudand: The Death Sentence,1997,movie,"['Action', 'Drama']",7.3,51
3085,The Professionals,1966,movie,"['Action', 'Adventure', 'Western']",7.3,124
3086,What's Love Got to Do with It,1993,movie,"['Biography', 'Drama', 'Music']",7.3,109
3087,Harvard Man,2001,movie,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",4.8,75
3088,Uncle Buck,1989,movie,['Comedy'],7.0,88
3089,She Shoots Straight,1990,movie,"['Action', 'Crime']",6.6,88
3090,Pokémon: Jirachi - Wish Maker,2003,movie,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",5.8,103
3091,In the Cut,2003,movie,"['Mystery', 'Thriller']",5.3,124
3092,Gods of Olympia,2002,video movie,['Drama'],3.2,139
3093,Santitos,1999,movie,"['Comedy', 'Drama']",6.6,88
3094,Play Misty for Me,1971,movie,"['Drama', 'Thriller']",7.0,57
3095,Hilary and Jackie,1998,movie,"['Biography', 'Drama', 'Music']",7.3,108
3096,Barbershop 2: Back in Business,2004,movie,"['Comedy', 'Drama']",5.7,77
3097,How Stella Got Her Groove Back,1998,movie,"['Comedy', 'Drama', 'Romance']",5.7,80
3098,Never on Sunday,1960,movie,"['Comedy', 'Drama', 'Romance']",7.3,69
3099,Tin Cup,1996,movie,"['Comedy', 'Drama', 'Romance', 'Sport']",6.4,50
3100,12 Monkeys,1995,movie,"['Mystery', 'Sci-Fi', 'Thriller']",8.0,104
3101,White Christmas,1954,movie,"['Comedy', 'Musical', 'Romance']",7.6,130
3102,The Naked Gun: From the Files of Police Squad!,1988,movie,"['Comedy', 'Crime']",7.6,160
3103,Lies My Mother Told Me,2005,tv movie,"['Crime', 'Drama', 'Thriller']",6.3,105
3104,The Emperor and the Assassin,1998,movie,"['Drama', 'History', 'Romance']",7.2,95
3105,For Love of Ivy,1968,movie,"['Comedy', 'Drama', 'Romance']",6.2,90
3106,Hell Up in Harlem,1973,movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.0,142
3107,Godspell,1973,movie,"['Comedy', 'Drama', 'Musical']",6.5,80
3108,The Alchemists,1999,tv movie,['Thriller'],5.3,122
3109,Manhunter,1986,movie,"['Crime', 'Mystery', 'Thriller']",7.2,95
3110,The War,1994,movie,['Drama'],6.8,114
3111,Any Given Sunday,1999,movie,"['Drama', 'Sport']",6.9,93
3112,Tell Me Something,1999,movie,"['Crime', 'Mystery', 'Thriller']",6.5,106
3113,Topkapi,1964,movie,"['Adventure', 'Comedy', 'Crime', 'Thriller']",7.0,116
3114,Love Me Tender,1956,movie,"['Drama', 'Musical', 'Romance', 'Western']",6.2,98
3115,Daylight,1996,movie,"['Action', 'Adventure', 'Drama', 'Thriller']",5.9,95
3116,Vamp,1986,movie,"['Comedy', 'Fantasy', 'Horror']",5.9,101
3117,Blame It on the Bellboy,1992,movie,['Comedy'],5.5,88
3118,Coming Apart,1969,movie,['Drama'],6.6,88
3119,Little Big Man,1970,movie,"['Adventure', 'Comedy', 'Drama', 'Western']",7.6,100
3120,Coral Reef Adventure,2003,movie,['Documentary'],6.9,100
3121,Eight Legged Freaks,2002,movie,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",5.4,118
3122,Once Upon a Time in the Midlands,2002,movie,"['Comedy', 'Drama', 'Romance']",6.2,90
3123,Hitcher in the Dark,1989,movie,"['Horror', 'Thriller']",4.8,89
3124,Equilibrium,2002,movie,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",7.4,104
3125,New Suit,2002,movie,['Comedy'],5.8,105
3126,From Beijing with Love,1994,movie,"['Action', 'Comedy', 'Thriller']",7.2,122
3127,How to Lose a Guy in 10 Days,2003,movie,"['Comedy', 'Romance']",6.4,136
3128,Groove,2000,movie,"['Drama', 'Music']",6.6,100
3129,Dracula 2000,2000,movie,"['Action', 'Fantasy', 'Horror', 'Thriller']",4.9,49
3130,A Time for Dancing,2002,movie,"['Drama', 'Music']",6.0,96
3131,Mana: Beyond Belief,2004,movie,['Documentary'],6.2,111
3132,Ring of Bright Water,1969,movie,"['Comedy', 'Drama']",7.1,84
3133,Amityville 1992: It's About Time,1992,video movie,['Horror'],4.6,98
3134,Last Life in the Universe,2003,movie,"['Comedy', 'Drama', 'Romance']",7.5,103
3135,Meatballs 4,1992,movie,['Comedy'],3.4,90
3136,To Walk with Lions,1999,movie,"['Adventure', 'Biography', 'Drama']",6.8,75
3137,In Harm's Way,1965,movie,"['Drama', 'War']",7.3,91
3138,Mission to Mir,1997,movie,"['Documentary', 'Short']",6.6,92
3139,Breaking Vegas,2004,tv movie,"['Documentary', 'Drama']",7.1,91
3140,Balto,1995,movie,"['Animation', 'Adventure', 'Drama', 'Family', 'History']",7.1,113
3141,Two English Girls,1971,movie,"['Drama', 'Romance']",7.3,140
3142,Spider-Man Venom Saga,2005,movie,['Animation'],8.0,128
3143,Toy Story 2,1999,movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",7.9,97
3144,Donnie Brasco,1997,movie,"['Biography', 'Crime', 'Drama']",7.7,101
3145,Baron Blood,1972,movie,['Horror'],6.0,30
3146,You've Got Mail,1998,movie,"['Comedy', 'Drama', 'Romance']",6.7,120
3147,Quiet Days in Clichy,1970,movie,"['Comedy', 'Drama']",5.3,113
3148,DysFunktional Family,2003,movie,"['Comedy', 'Documentary']",6.6,150
3149,The Private Life of Sherlock Holmes,1970,movie,"['Adventure', 'Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",7.1,90
3150,Kung Pow: Enter the Fist,2002,movie,"['Action', 'Comedy']",6.2,110
3151,Shake It,2001,movie,"['Comedy', 'Romance', 'Drama']",6.1,85
3152,"South Park: Bigger, Longer & Uncut",1999,movie,"['Animation', 'Comedy', 'Fantasy', 'Musical']",7.7,23
3153,Reconstruction,2003,movie,"['Drama', 'Romance']",7.4,29
3154,Pandaemonium,2000,movie,"['Biography', 'Drama']",6.4,97
3155,Ashoka the Great,2001,movie,"['Action', 'Biography', 'Drama', 'History', 'Romance', 'War']",6.5,124
3156,Bob Marley: Spiritual Journey,2004,tv movie,['Drama'],7.4,102
3157,La mujer de Benjamín,1991,movie,"['Comedy', 'Drama']",7.2,85
3158,My Life,1993,movie,['Drama'],6.8,97
3159,Aquanoids,2003,movie,['Horror'],2.4,90
3160,The Shop on Main Street,1965,movie,"['Drama', 'War']",8.3,86
3161,Time After Time,1979,movie,"['Adventure', 'Drama', 'Sci-Fi', 'Thriller']",7.1,105
3162,Hum Kisi Se Kum Nahin,2002,movie,"['Action', 'Comedy', 'Drama', 'Romance']",4.4,82
3163,Analyze That,2002,movie,"['Comedy', 'Crime']",5.9,113
3164,The Outlaws Is Coming,1965,movie,"['Comedy', 'Western']",6.3,105
3165,White Lightning,1973,movie,"['Action', 'Crime', 'Drama']",6.4,140
3166,The Truman Show,1998,movie,"['Comedy', 'Drama']",8.1,121
3167,Rodgers & Hammerstein: The Sound of Movies,1996,tv movie,"['Documentary', 'Music']",8.0,106
3168,Flight of the Innocent,1992,movie,"['Adventure', 'Crime', 'Drama', 'Thriller']",6.9,36
3169,Gambler V: Playing for Keeps,1994,tv movie,['Western'],6.2,110
3170,Godzilla vs. Hedorah,1971,movie,"['Animation', 'Action', 'Family', 'Music', 'Sci-Fi']",6.1,47
3171,Body Heat,1981,movie,"['Crime', 'Drama', 'Romance', 'Thriller']",7.4,132
3172,Out for Blood,2004,video movie,"['Horror', 'Action', 'Fantasy', 'Thriller']",4.0,101
3173,Cannonball!,1976,movie,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",5.5,96
3174,The Sugarland Express,1974,movie,"['Crime', 'Drama']",6.8,101
3175,Scooby-Doo and the Cyber Chase,2001,video movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",7.1,115
3176,The Last Days of Frank and Jesse James,1986,tv movie,"['Biography', 'Western']",6.5,112
3177,The Wood,1999,movie,"['Comedy', 'Drama', 'Romance']",7.0,71
3178,Jesus of Montreal,1989,movie,['Drama'],7.5,88
3179,Passion of Mind,2000,movie,"['Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",5.5,87
3180,High Noon,1952,movie,"['Drama', 'Thriller', 'Western']",8.0,105
3181,3: The Dale Earnhardt Story,2004,tv movie,"['Biography', 'Drama', 'Sport']",6.9,90
3182,The Stepford Wives,2004,movie,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",5.3,90
3183,Behind the Lines,1997,movie,"['Biography', 'Drama', 'History', 'War']",7.1,118
3184,Pet Sematary,1989,movie,"['Fantasy', 'Horror', 'Thriller']",6.6,90
3185,The Quickie,2001,movie,"['Crime', 'Drama']",5.8,180
3186,Himalaya,1999,movie,['Drama'],7.5,105
3187,Desperately Seeking Susan,1985,movie,"['Comedy', 'Drama']",6.0,131
3188,Made in America,1993,movie,['Comedy'],5.1,93
3189,Bugsy,1991,movie,"['Biography', 'Crime', 'Drama']",6.8,90
3190,The Billion Dollar Hobo,1977,movie,"['Comedy', 'Family']",4.4,100
3191,Tetsuo: The Iron Man,1989,movie,"['Fantasy', 'Horror', 'Sci-Fi']",7.0,101
3192,Pokémon the Movie: Destiny Deoxys,2004,movie,"['Animation', 'Action', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",6.1,95
3193,The Waterboy,1998,movie,"['Comedy', 'Sport']",6.1,93
3194,Suspended Animation,2001,movie,['Thriller'],5.3,102
3195,Three Fugitives,1989,movie,"['Action', 'Comedy']",6.2,170
3196,Labyrinth,1986,movie,"['Adventure', 'Family', 'Fantasy', 'Musical']",7.4,90
3197,Field of Dreams,1989,movie,"['Drama', 'Family', 'Fantasy', 'Sport']",7.5,126
3198,The Feast of All Saints,2001,tv movie,"['Drama', 'Romance']",6.6,73
3199,Harry and Tonto,1974,movie,"['Adventure', 'Comedy', 'Drama', 'Romance']",7.4,91
