,title,year,kind,genre,rating,runtime
1153,Miss Spider's Sunny Patch Kids,2003,tv movie,"['Animation', 'Family']",5.8,30
1154,The Last of His Tribe,1992,tv movie,"['Drama', 'Romance']",7.0,93
1155,Women in Love,1969,movie,"['Drama', 'Romance']",7.2,176
1156,Malena,2000,movie,"['Comedy', 'Drama', 'Romance', 'War']",7.5,93
1157,The Diamond of Jeru,2001,tv movie,"['Adventure', 'Drama']",4.9,89
1158,Raaz,2002,movie,"['Drama', 'Horror', 'Musical', 'Mystery', 'Romance', 'Thriller']",6.5,169
1159,Samurai Spy,1965,movie,"['Action', 'Drama']",7.0,182
1160,Looney Tunes: Reality Check,2003,video movie,"['Animation', 'Family']",6.4,92
1161,The Girl on a Motorcycle,1968,movie,"['Drama', 'Romance']",5.3,94
1162,Scar City,1998,movie,"['Action', 'Thriller']",5.1,102
1163,Zero Woman,1995,movie,"['Drama', 'Thriller']",5.0,102
1164,Ernest Goes to Africa,1997,video movie,"['Comedy', 'Family']",4.6,112
1165,My Favorite Season,1993,movie,"['Drama', 'Romance']",7.0,210
1166,One Point O,2004,movie,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",6.1,99
1167,Dragon Ball Z: Broly - The Legendary Super Saiyan,1993,movie,"['Animation', 'Action', 'Fantasy', 'Sci-Fi']",7.5,33
1168,Kids Return,1996,movie,"['Crime', 'Drama', 'Sport']",7.5,109
1169,Vatel,2000,movie,"['Biography', 'Drama', 'Romance']",6.6,74
1170,Recess: Taking the Fifth Grade,2003,video movie,"['Animation', 'Comedy', 'Family']",6.8,85
1171,Border Blues,2004,video movie,['Thriller'],2.8,50
1172,With a Vengeance,1992,tv movie,"['Drama', 'Thriller']",6.2,103
1173,Lilies,1996,movie,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Romance']",7.3,30
1174,Sniper 2,2002,video movie,"['Action', 'War']",5.2,86
1175,Aladdin and the Adventure of All Time,2000,video movie,"['Animation', 'Adventure', 'Family', 'Fantasy']",3.3,72
1176,A Better Tomorrow,1986,movie,"['Action', 'Crime', 'Drama', 'Thriller']",7.5,109
1177,Single White Female 2: The Psycho,2005,video movie,"['Drama', 'Thriller']",4.1,60
1178,The Collectors,1999,tv movie,"['Action', 'Thriller']",3.6,83
1179,Stand and Deliver,1988,movie,"['Biography', 'Drama']",7.3,106
1180,The Chinese Feast,1995,movie,"['Comedy', 'Romance']",6.9,97
1181,Tuvalu,1999,movie,"['Comedy', 'Drama', 'Romance']",7.4,72
1182,Zatoichi Meets Yojimbo,1970,movie,"['Action', 'Adventure', 'Drama']",7.1,90
1183,Island of Death,1976,movie,"['Horror', 'Romance']",5.1,86
1184,The Shiver of the Vampires,1971,movie,['Horror'],5.7,189
1185,Two Way Stretch,1960,movie,"['Comedy', 'Crime']",6.9,30
1186,Zatoichi and the One-Armed Swordsman,1971,movie,"['Action', 'Adventure', 'Drama']",7.2,112
1187,Who the Hell Is Juliette?,1997,movie,"['Documentary', 'Music']",6.8,112
1188,Hyderabad Blues 2,2004,movie,"['Drama', 'Comedy']",6.1,90
1189,The Best O' Bundy: Married with Children's 200th Episode Celebration,1995,movie,"['Short', 'Comedy']",7.9,94
1190,Shooting War: World War II Combat Cameramen,2000,tv movie,['Documentary'],7.9,98
1191,Alaap,1977,movie,"['Drama', 'Musical']",6.7,56
1192,Fudoh: The New Generation,1996,movie,"['Action', 'Comedy', 'Crime', 'Drama']",7.0,100
1193,Tales from the Hood,1995,movie,"['Crime', 'Drama', 'Horror', 'Thriller']",6.4,54
1194,Cirque du Soleil II: A New Experience,1991,tv movie,"['Documentary', 'Family']",7.2,88
1195,Piccadilly,1929,movie,"['Drama', 'Crime']",7.1,460
1196,Call,2000,movie,"['Action', 'Drama', 'Romance', 'Thriller']",6.8,88
1197,CrissCross,1992,movie,"['Crime', 'Drama']",5.8,90
1198,The Muppet Show: Sex and Violence,1975,movie,"['Comedy', 'Family', 'Music']",7.6,104
1199,Turk 182,1985,movie,"['Comedy', 'Drama']",6.0,85
1200,Princesa,2001,movie,"['Drama', 'Romance']",6.4,109
1201,Freedomfighters,1996,movie,"['Drama', 'History', 'War']",7.0,4
1202,Jackass: The Movie,2002,movie,"['Documentary', 'Action', 'Comedy']",6.6,109
1203,Ab Tak Chhappan,2004,movie,"['Action', 'Crime', 'Drama', 'Thriller']",7.8,102
1204,Mindstorm,2001,movie,"['Action', 'Sci-Fi']",2.9,202
1205,Code Unknown,2000,movie,['Drama'],7.2,170
1206,The Messenger: The Story of Joan of Arc,1999,movie,"['Adventure', 'Biography', 'Drama', 'History', 'War']",6.4,50
1207,RKO 281,1999,tv movie,"['Biography', 'Drama']",7.0,97
1208,Hiroshima Mon Amour,1959,movie,"['Drama', 'Romance']",7.9,30
1209,The Game Is Over,1966,movie,['Drama'],5.8,109
1210,The Scarlet Pimpernel,1982,tv movie,"['Action', 'Drama', 'Romance']",7.7,60
1211,Naked Weapon,2002,movie,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",5.5,100
1212,Har Dil Jo Pyar Karega...,2000,movie,"['Comedy', 'Drama', 'Musical', 'Romance']",5.2,101
1213,Raid on Entebbe,1976,tv movie,"['Action', 'Drama', 'History']",6.7,114
1214,After the Fox,1966,movie,"['Comedy', 'Crime']",6.5,40
1215,The 10th Victim,1965,movie,"['Action', 'Comedy', 'Romance', 'Sci-Fi', 'Thriller']",6.6,94
1216,Boy's Choir,2000,movie,"['Drama', 'Music']",6.4,30
1217,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,movie,['Comedy'],8.4,88
1218,ReBoot: Daemon Rising,2001,tv movie,"['Action', 'Animation', 'Sci-Fi']",8.6,114
1219,Purgatory,1988,movie,"['Action', 'Drama']",3.8,228
1220,Monty Python's Life of Brian,1979,movie,['Comedy'],8.1,201
1221,Legacy of Rage,1986,movie,"['Action', 'Crime', 'Drama']",6.0,86
1222,Fögi Is a Bastard,1998,movie,"['Drama', 'Music', 'Romance']",6.5,109
1223,The Firemen's Ball,1967,movie,"['Comedy', 'Drama']",7.5,108
1224,Countryman,1982,movie,['Drama'],6.7,90
1225,The Perfect Husband: The Laci Peterson Story,2004,tv movie,"['Drama', 'Mystery', 'Thriller']",5.5,177
1226,Star Wars: Episode V - The Empire Strikes Back,1980,movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",8.7,110
1227,Katzelmacher,1969,movie,['Drama'],7.0,90
1228,VeggieTales: Duke and the Great Pie War,2005,video movie,"['Animation', 'Family']",6.7,109
1229,Sid and Nancy,1986,movie,"['Biography', 'Drama', 'Music', 'Romance']",7.0,41
1230,Lupin III: Farewell to Nostradamus,1995,movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Crime', 'Sci-Fi', 'Thriller']",6.9,60
1231,Bunty Aur Babli,2005,movie,"['Comedy', 'Crime', 'Drama', 'Romance']",6.2,101
1232,Children of Paradise,1945,movie,"['Drama', 'Romance']",8.4,103
1233,Texas Rangers,2001,movie,"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']",5.2,55
1234,A Perfect Stranger,1994,tv movie,"['Drama', 'Romance']",6.1,95
1235,The Blue Max,1966,movie,"['Action', 'Drama', 'Romance', 'War']",7.1,84
1236,Houston: The Legend of Texas,1986,tv movie,"['Biography', 'Drama', 'History', 'War', 'Western']",6.5,116
1237,The Best O' Bundy: Married with Children's 200th Episode Celebration,1995,movie,"['Short', 'Comedy']",7.9,201
1238,Baran,2001,movie,"['Drama', 'Romance']",7.8,87
1239,61*,2001,tv movie,"['Biography', 'Drama', 'History', 'Sport']",7.8,44
1240,Cybermutt,2003,tv movie,"['Comedy', 'Family', 'Sci-Fi']",3.6,111
1241,The Harmonists,1997,movie,"['Biography', 'Drama', 'Music']",7.2,92
1242,Bite Me!,2004,video movie,['Horror'],4.9,120
1243,La Cérémonie,1995,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.5,30
1244,The Secret of My Success,1987,movie,"['Comedy', 'Romance']",6.5,106
1245,Zone of the Enders: Idolo,2001,video movie,"['Animation', 'Drama', 'Romance', 'Sci-Fi']",6.4,93
1246,Naqoyqatsi,2002,movie,"['Documentary', 'Music']",6.6,49
1247,Chicago Cab,1997,movie,"['Comedy', 'Drama']",6.5,105
1248,Prisoner of Paradise,2002,movie,"['Documentary', 'Biography']",7.6,94
1249,No Contest,1995,movie,"['Action', 'Crime', 'Drama', 'Thriller']",4.5,82
1250,The House by the Cemetery,1981,movie,['Horror'],6.2,94
1251,The Cutting Edge: The Magic of Movie Editing,2004,movie,['Documentary'],7.7,102
1252,Pleasurecraft,1999,video movie,"['Adventure', 'Sci-Fi']",4.4,96
1253,Ram Balram,1980,movie,"['Action', 'Comedy', 'Drama', 'Romance']",6.3,103
1254,xXx: State of the Union,2005,movie,"['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']",4.5,90
1255,You Can't Take It with You,1938,movie,"['Comedy', 'Drama', 'Romance']",7.9,32
1256,Mimic 2,2001,video movie,"['Horror', 'Thriller', 'Sci-Fi']",4.6,105
1257,Variable Geo,1996,video movie,"['Animation', 'Action', 'Comedy']",6.1,30
1258,The Woodlanders,1997,movie,"['Drama', 'Romance']",6.4,120
1259,Edward II,1991,movie,"['Drama', 'History', 'Romance']",6.8,99
1260,Men Suddenly in Black,2003,movie,"['Comedy', 'Drama']",6.8,65
1261,Do Ankhen Barah Haath,1957,movie,"['Comedy', 'Crime', 'Drama', 'Thriller']",8.4,245
1262,Nature Unleashed: Earthquake,2005,video movie,"['Action', 'Adventure', 'Drama', 'Thriller']",3.7,107
1263,Bonhoeffer: Agent of Grace,2000,tv movie,"['Crime', 'Drama', 'History', 'Thriller', 'War']",6.3,95
1264,No Way Out,1987,movie,"['Action', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",7.1,95
1265,The Godfather,1972,movie,"['Crime', 'Drama']",9.2,30
1266,Muqaddar Ka Sikandar,1978,movie,"['Drama', 'Romance']",7.5,71
1267,Anatomy 2,2003,movie,"['Horror', 'Sci-Fi', 'Thriller']",5.1,90
1268,Humraaz,2002,movie,"['Action', 'Musical', 'Romance', 'Thriller']",6.4,25
1269,Let Sleeping Corpses Lie,1974,movie,['Horror'],6.8,52
1270,The Fallen Ones,2005,tv movie,['Horror'],3.6,92
1271,Kasme Vaade,1978,movie,"['Action', 'Crime', 'Drama', 'Family', 'Musical', 'Romance']",6.6,88
1272,Project A,1983,movie,"['Action', 'Comedy']",7.4,130
1273,Stranger Inside,2001,tv movie,"['Crime', 'Drama']",6.3,1380
1274,Zombie Lake,1981,movie,"['Action', 'Horror']",3.1,86
1275,Bionicle 3: Web of Shadows,2005,video movie,"['Animation', 'Adventure', 'Family', 'Fantasy']",5.8,51
1276,Best of the Best,1989,movie,"['Action', 'Drama', 'Sport']",6.4,58
1277,Indictment: The McMartin Trial,1995,tv movie,"['Drama', 'Thriller']",7.6,91
1278,Jupiter's Wife,1995,movie,"['Documentary', 'Biography', 'Mystery']",7.1,83
1279,Blue Hill Avenue,2001,movie,"['Crime', 'Drama']",6.5,57
1280,Con Express,2002,video movie,['Action'],4.1,76
1281,The Card Player,2004,movie,"['Horror', 'Mystery', 'Thriller']",4.9,11
1282,Confessions of Sorority Girls,1994,tv movie,"['Comedy', 'Drama']",4.8,32
1283,Cupid & Cate,2000,tv movie,"['Drama', 'Romance']",6.1,99
1284,A Bay of Blood,1971,movie,"['Horror', 'Mystery', 'Thriller']",6.6,105
1285,Final Stab,2001,video movie,"['Action', 'Adventure', 'Horror', 'Thriller']",3.6,86
1286,Young Törless,1966,movie,['Drama'],7.3,68
1287,The Princess and the Warrior,2000,movie,"['Drama', 'Mystery', 'Romance']",7.5,120
1288,Citizen Cohn,1992,tv movie,"['Biography', 'Drama']",7.1,87
1289,July Rhapsody,2002,movie,['Drama'],7.2,115
1290,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,video movie,"['Comedy', 'Fantasy', 'Horror']",3.7,24
1291,L.A.P.D.: To Protect and to Serve,2001,movie,"['Crime', 'Drama', 'Action']",3.6,142
1292,Element of Doubt,1996,tv movie,"['Crime', 'Thriller']",6.5,100
1293,Two Women,1960,movie,"['Drama', 'War']",7.8,45
1294,Document of the Dead,1980,movie,"['Documentary', 'Horror']",6.7,108
1295,Lagaan: Once Upon a Time in India,2001,movie,"['Drama', 'Musical', 'Sport']",8.1,165
1296,Love Come Down,2000,movie,['Drama'],5.8,34
1297,Grey Owl,1999,movie,"['Biography', 'Drama', 'Western']",6.0,88
1298,WrestleMania 21,2005,movie,['Sport'],7.7,93
1299,Lost Voyage,2001,tv movie,"['Horror', 'Mystery', 'Thriller']",4.6,96
1300,Winning London,2001,video movie,"['Adventure', 'Comedy', 'Family', 'Romance']",5.5,103
1301,Code 46,2003,movie,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']",6.2,97
1302,Rudyland,2001,movie,['Documentary'],5.3,133
1303,Little Big Girl,2002,movie,"['Drama', 'Family']",6.4,108
1304,The Frighteners,1996,movie,"['Comedy', 'Fantasy', 'Horror']",7.1,180
1305,Gabbeh,1996,movie,"['Drama', 'Mystery', 'Romance']",6.9,99
1306,Last Hurrah for Chivalry,1979,movie,"['Action', 'Drama']",7.1,82
1307,Witchcraft IV: The Virgin Heart,1992,video movie,['Horror'],2.7,90
1308,Twin Sisters,2002,movie,"['Drama', 'Romance', 'War']",7.4,153
1309,The Middle Passage,2000,movie,"['Drama', 'History']",5.4,121
1310,DreamKeeper,2003,tv movie,"['Drama', 'Fantasy']",7.6,55
1311,Trilogy of Terror,1975,tv movie,"['Horror', 'Thriller']",6.6,96
1312,Ghayal,1990,movie,"['Action', 'Crime', 'Drama', 'Thriller']",7.6,103
1313,"Other Voices, Other Rooms",1995,movie,['Drama'],6.1,143
1314,The Crow,1994,movie,"['Action', 'Drama', 'Fantasy']",7.6,92
1315,LeapFrog: Learn to Read at the Storybook Factory,2005,video movie,"['Animation', 'Short', 'Family']",7.5,53
1316,The Long Way Home,1998,tv movie,"['Adventure', 'Drama', 'Family']",7.0,48
1317,Vampyr,1932,movie,"['Fantasy', 'Horror']",7.5,185
1318,Norma Jean & Marilyn,1996,tv movie,"['Biography', 'Drama']",6.0,127
1319,Carnosaur 3: Primal Species,1996,movie,"['Action', 'Horror', 'Sci-Fi']",3.2,30
1320,A Zed & Two Noughts,1985,movie,"['Comedy', 'Drama']",7.3,94
1321,Frost: Portrait of a Vampire,2003,video movie,"['Horror', 'Thriller']",2.2,99
1322,The 47 Ronin,1941,movie,"['Action', 'Drama', 'History']",7.3,90
1323,Amélie,2001,movie,"['Comedy', 'Romance']",8.3,90
1324,Sightings: Heartland Ghost,2002,tv movie,['Horror'],5.2,125
1325,Matthew Blackheart: Monster Smasher,2002,tv movie,"['Action', 'Comedy', 'Horror']",4.6,84
1326,Family of Cops III: Under Suspicion,1999,tv movie,"['Action', 'Crime', 'Drama', 'Thriller']",5.7,92
1327,Malcolm X,1992,movie,"['Biography', 'Drama', 'History']",7.7,98
1328,Matango,1963,movie,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",6.5,77
1329,Akele Hum Akele Tum,1995,movie,['Drama'],7.0,148
1330,The Story of the Weeping Camel,2003,movie,"['Documentary', 'Drama', 'Family']",7.4,25
1331,"Ranma ½: The Movie 2, Nihao My Concubine",1992,movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",7.3,70
1332,Fausto 5.0,2001,movie,"['Drama', 'Fantasy', 'Horror']",6.3,72
1333,Marcel Proust's Time Regained,1999,movie,"['Drama', 'Romance', 'War']",6.7,81
1334,Silsila,1981,movie,"['Drama', 'Family', 'Romance']",7.3,180
1335,Bullets Over Summer,1999,movie,"['Action', 'Crime', 'Drama']",6.7,94
1336,Lupin the 3rd: The Mystery of Mamo,1978,movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",7.0,30
1337,The Horseman on the Roof,1995,movie,"['Adventure', 'Drama', 'Romance', 'War']",7.1,78
1338,In the Line of Duty IV,1989,movie,"['Action', 'Comedy', 'Crime']",7.1,112
1339,Jin-Roh: The Wolf Brigade,1999,movie,"['Animation', 'Drama', 'Fantasy', 'Thriller']",7.4,45
1340,The Brooke Ellison Story,2004,tv movie,"['Biography', 'Drama']",7.0,21
1341,Dragon Lord,1982,movie,"['Action', 'Comedy', 'Sport']",6.5,90
1342,The Long Run,2001,movie,"['Drama', 'Sport']",5.7,48
1343,It's a Mad Mad Mad Mad World,1963,movie,"['Action', 'Adventure', 'Comedy', 'Crime']",7.5,85
1344,"Don't Raise the Bridge, Lower the River",1968,movie,['Comedy'],4.8,116
1345,Slippery When Wet,1958,movie,['Documentary'],6.7,87
1346,Man of Marble,1977,movie,['Drama'],7.8,106
1347,Curse of the Puppet Master,1998,video movie,"['Fantasy', 'Horror', 'Romance', 'Sci-Fi']",4.1,116
1348,The Red Sneakers,2002,tv movie,['Fantasy'],4.8,14
1349,"Ranma ½: The Movie, Big Trouble in Nekonron, China",1991,movie,"['Animation', 'Comedy', 'Fantasy', 'Sci-Fi']",7.0,115
1350,The King of Masks,1996,movie,['Drama'],7.7,77
1351,Disappearing Acts,2000,tv movie,"['Drama', 'Romance']",6.3,90
1352,Raid on Entebbe,1976,tv movie,"['Action', 'Drama', 'History']",6.7,50
1353,The Spreading Ground,2000,movie,"['Crime', 'Drama', 'Horror', 'Thriller']",4.9,101
1354,A Man Apart,2003,movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.1,88
1355,Batman & Mr. Freeze: SubZero,1998,video movie,"['Animation', 'Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",7.2,90
1356,Veronico Cruz,1988,movie,"['Drama', 'War']",6.9,94
1357,Dragon Fist,1979,movie,"['Action', 'Drama']",6.2,91
1358,Dragons: Fire & Ice,2004,tv movie,"['Animation', 'Adventure', 'Family', 'Fantasy']",5.4,87
1359,Once Upon a Time in China II,1992,movie,"['Action', 'Adventure', 'Biography', 'History', 'Romance']",7.4,110
1360,The Secret of Life on Earth,1993,movie,"['Documentary', 'Short']",7.2,177
1361,Juliet of the Spirits,1965,movie,"['Comedy', 'Drama', 'Fantasy']",7.6,93
1362,Riverworld,2003,tv movie,"['Fantasy', 'Sci-Fi']",5.2,104
1363,The Slaughterhouse Massacre,2005,video movie,['Horror'],2.3,150
1364,Operation 'Y' & Other Shurik's Adventures,1965,movie,"['Comedy', 'Crime', 'Romance']",8.5,60
1365,Augustus: The First Emperor,2003,tv movie,"['Drama', 'History', 'Romance', 'War']",6.3,116
1366,Nothing,2003,movie,"['Comedy', 'Fantasy']",6.2,91
1367,"The Adventures of Priscilla, Queen of the Desert",1994,movie,"['Comedy', 'Music']",7.5,94
1368,I See a Dark Stranger,1946,movie,"['Drama', 'Thriller', 'War']",7.0,49
1369,The Perfect Neighbor,2005,tv movie,"['Drama', 'Thriller']",4.8,170
1370,Very Annie Mary,2001,movie,"['Comedy', 'Musical']",6.7,75
1371,Pippi in the South Seas,1970,movie,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",6.9,110
1372,The Fatal Flying Guillotines,1977,movie,"['Action', 'Adventure']",5.9,40
1373,U.S. Seals,2000,video movie,"['Action', 'Thriller']",4.1,60
1374,Dagon,2001,movie,"['Fantasy', 'Horror', 'Mystery']",6.3,100
1375,Pépé le Moko,1937,movie,"['Crime', 'Drama', 'Romance']",7.8,99
1376,La femme infidèle,1969,movie,"['Drama', 'Thriller']",7.4,6
1377,Plan Colombia: Cashing in on the Drug War Failure,2003,movie,['Documentary'],8.0,25
1378,Friday the 13th Part VIII: Jason Takes Manhattan,1989,movie,"['Adventure', 'Horror', 'Thriller']",4.6,60
1379,Blood Crime,2002,tv movie,"['Drama', 'Thriller']",5.3,91
1380,Deathdream,1974,movie,"['Drama', 'Horror', 'Thriller']",6.6,69
1381,Pirates of the 20th Century,1980,movie,"['Action', 'Adventure', 'Crime', 'Thriller']",6.7,66
1382,Notorious Concubines,1968,movie,"['Drama', 'Romance']",4.4,105
1383,Things You Can Tell Just by Looking at Her,2000,movie,"['Drama', 'Romance']",6.5,76
1384,The Truth About Love,2005,movie,"['Comedy', 'Romance']",5.4,207
1385,Desperado,1995,movie,"['Action', 'Crime', 'Thriller']",7.2,51
1386,'R Xmas,2001,movie,"['Crime', 'Drama', 'Thriller']",5.8,89
1387,Eye of the Beholder,1999,movie,"['Drama', 'Mystery', 'Thriller']",5.0,53
1388,Just Ask My Children,2001,tv movie,['Drama'],7.1,102
1389,Alien Tracker,2003,video movie,['Sci-Fi'],4.7,93
1390,16 Years of Alcohol,2003,movie,"['Crime', 'Drama']",6.2,103
1391,Late Marriage,2001,movie,"['Comedy', 'Drama', 'Romance']",7.1,15
1392,The Bingo Long Traveling All-Stars & Motor Kings,1976,movie,"['Comedy', 'Sport']",6.8,108
1393,Joseph: King of Dreams,2000,video movie,"['Animation', 'Adventure', 'Biography', 'Drama', 'Family', 'History', 'Musical']",6.5,63
1394,The Thrill of It All,1963,movie,"['Comedy', 'Romance']",7.0,92
1395,Lajja,2001,movie,"['Action', 'Crime', 'Drama']",6.7,95
1396,Benji: Off the Leash!,2004,movie,"['Drama', 'Family']",5.1,44
1397,Body Chemistry II: The Voice of a Stranger,1991,movie,"['Drama', 'Thriller']",3.6,93
1398,Vertigo,1958,movie,"['Mystery', 'Romance', 'Thriller']",8.3,96
1399,Lilya 4-Ever,2002,movie,"['Crime', 'Drama']",7.8,60
1400,Iron Chef USA: Showdown in Las Vegas,2001,movie,['Reality-TV'],4.2,170
1401,Penitentiary,1979,movie,"['Crime', 'Drama', 'Sport']",5.7,135
1402,Pet Sematary II,1992,movie,"['Fantasy', 'Horror']",4.9,89
1403,Bulgarian Lovers,2003,movie,"['Comedy', 'Crime', 'Drama', 'Romance']",5.7,103
1404,Ripper,2001,movie,"['Horror', 'Thriller']",4.6,114
1405,Shakti,1982,movie,"['Action', 'Crime', 'Drama']",7.7,95
1406,The Living Sea,1995,movie,"['Documentary', 'Short']",7.2,60
1407,Main Madhuri Dixit Banna Chahti Hoon!,2003,movie,"['Drama', 'Comedy']",6.1,60
1408,A Storm in Summer,2000,tv movie,['Drama'],7.0,95
1409,Yana's Friends,1999,movie,"['Comedy', 'Drama', 'Romance']",7.1,86
1410,The Godthumb,2002,movie,"['Comedy', 'Short']",6.6,91
1411,Spiritual Kung Fu,1978,movie,"['Action', 'Comedy', 'Fantasy', 'Mystery']",5.8,117
1412,Frankenstein and the Monster from Hell,1974,movie,"['Horror', 'Sci-Fi']",6.3,104
1413,The Man in the White Suit,1951,movie,"['Comedy', 'Drama', 'Sci-Fi']",7.3,96
1414,Savage Messiah,1972,movie,"['Biography', 'Drama']",6.9,60
1415,Lawrence of Arabia,1962,movie,"['Adventure', 'Biography', 'Drama', 'History', 'War']",8.3,95
1416,City of God,2002,movie,"['Crime', 'Drama']",8.6,92
1417,Oasis of Fear,1971,movie,"['Crime', 'Thriller']",6.2,126
1418,The Bank,2001,movie,"['Drama', 'Romance', 'Thriller']",6.6,90
1419,A Hero Never Dies,1998,movie,"['Action', 'Drama']",7.0,133
1420,I Vitelloni,1953,movie,"['Comedy', 'Drama']",7.9,42
1421,Tenchi Forever!: The Movie,1999,movie,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Romance', 'Sci-Fi']",7.0,87
1422,Murder by Numbers,2002,movie,"['Crime', 'Mystery', 'Thriller']",6.2,100
1423,Caddyshack II,1988,movie,"['Comedy', 'Sport']",3.8,110
1424,Viehjud Levi,1999,movie,['Drama'],7.1,95
1425,Duct Tape Forever,2002,movie,['Comedy'],6.2,25
1426,Raja Hindustani,1996,movie,"['Action', 'Comedy', 'Drama', 'Musical', 'Romance']",6.2,118
1427,Maborosi,1995,movie,['Drama'],7.5,118
1428,Rana's Wedding,2002,movie,"['Drama', 'Comedy']",6.4,60
1429,The Ipcress File,1965,movie,['Thriller'],7.2,97
1430,James Dean,2001,tv movie,"['Biography', 'Drama']",7.3,210
